100,0.08
200,0.08
300,0.08
400,0.08
500,0.08
600,0.08
700,0.08
800,0.08
900,0.08
1000,0.08
1100,0.08
1200,0.08
1300,0.08
1400,0.08
1500,0.08
1600,0.08
1700,0.08
1800,0.08
1900,0.08
2000,0.08
2100,0.08
2200,0.08
2300,0.08
2400,0.08
2500,0.08
2600,0.08
2700,0.08
2800,0.08
2900,0.08
3000,0.08
3100,0.08
3200,0.08
3300,0.08
3400,0.08
3500,0.08
3600,0.08
3700,0.08
3800,0.08
3900,0.08
4000,0.08
4100,0.08
4200,0.08
4300,0.08
4400,0.08
4500,0.08
4600,0.08
4700,0.08
4800,0.08
4900,0.08
5000,0.08
5100,0.08
5200,0.08
5300,0.08
5400,0.08
5500,0.08
5600,0.08
5700,0.08
5800,0.08
5900,0.08
6000,0.08
6100,0.08
6200,0.08
6300,0.08
6400,0.08
6500,0.08
6600,0.08
6700,0.08
6800,0.08
6900,0.08
7000,0.08
7100,0.08
7200,0.08
7300,0.08
7400,0.08
7500,0.08
7600,0.08
7700,0.08
7800,0.08
7900,0.08
8000,0.08
8100,0.08
8200,0.08
8300,0.08
8400,0.08
8500,0.08
8600,0.08
8700,0.08
8800,0.08
8900,0.08
9000,0.08
9100,0.08
9200,0.08
9300,0.08
9400,0.08
9500,0.08
9600,0.08
9700,0.08
9800,0.08
9900,0.08
10000,0.08
